OID,Customer ID,Order Date,Channel,Sub-Channel,Free Shipping Flag,Customer Order # (Brand),New/Repeat Flag (Brand),Contains Trend Item Flag,Item Quantity Ordered,Serviced Item Quantity,Framed Item Quantity,Net Base Item Amount USD,Net Services Amount USD,Net Item Amount USD,Freight Amount USD,Coupon Item Amount USD,Coupon Amount USD,Net Sales Amount USD
1000639280083,9201897,1/1/13,SEO,Organic,N,1,New,Y,4,0,0,$32.86,$0.00,$32.86,$7.96,$14.08,$14.08,$40.82
1000863413140,9058276,1/2/13,Affiliates & Partners,Networks,N,2,Repeat,N,1,0,0,$7.63,$0.00,$7.63,$4.99,$1.35,$1.35,$12.62
1001255318420,5099920,1/2/13,Affiliates & Partners,Networks,N,2,Repeat,N,1,0,0,$17.15,$0.00,$17.15,$4.99,$4.84,$4.84,$22.14
1000868109972,9203733,1/2/13,Direct to Site,No Referrer,No Coupon,1,New,Y,10,0,0,$112.90,$0.00,$112.90,$17.90,$0.00,$0.00,$130.80
1002020363924,8902036,1/2/13,Direct to Site,No Referrer,N,2,Repeat,Y,2,0,0,$15.28,$0.00,$15.28,$5.98,$2.70,$2.70,$21.26
1000860053396,9198287,1/2/13,SEM,Paid Ads,N,1,New,Y,1,0,0,$7.64,$0.00,$7.64,$4.99,$1.35,$1.35,$12.63
1000863391380,8263708,1/2/13,SEM,Paid Ads,N,1,New,N,2,2,0,$165.74,$89.24,$254.98,$39.98,$45.00,$45.00,$294.96
1001251303316,9202917,1/2/13,SEM,Paid Ads,N,1,New,Y,1,0,0,$7.64,$0.00,$7.64,$4.99,$1.35,$1.35,$12.63
1001639883668,8241375,1/2/13,SEM,Paid Ads,No Coupon,5,Repeat,Y,1,0,0,$12.49,$0.00,$12.49,$4.99,$0.00,$0.00,$17.48
1001639896917,9203129,1/2/13,SEM,Paid Ads,N,1,New,N,2,0,0,$50.97,$0.00,$50.97,$5.98,$8.99,$8.99,$56.95
1001584851029,3323575,1/2/13,SEM,Product Listing Ads,No Coupon,2,Repeat,N,3,1,0,$59.97,$8.00,$67.97,$19.97,$0.00,$0.00,$87.94
1001243264404,9196583,1/2/13,SEO,Image,No Coupon,1,New,Y,1,0,0,$21.99,$0.00,$21.99,$4.99,$0.00,$0.00,$26.98
1000259450965,1910628,1/2/13,SEO,Organic,N,2,Repeat,N,2,0,0,$15.26,$0.00,$15.26,$5.98,$2.69,$2.69,$21.24
1000261469332,9200090,1/2/13,SEO,Organic,N,1,New,Y,3,0,0,$59.47,$0.00,$59.47,$6.97,$10.50,$10.50,$66.44
1000486266709,9196612,1/2/13,SEO,Organic,N,1,New,Y,3,0,0,$27.17,$0.00,$27.17,$10.97,$4.79,$4.79,$38.14
1000871469716,8774897,1/2/13,SEO,Organic,N,4,Repeat,Y,1,1,0,$6.29,$21.70,$27.99,$24.99,$12.00,$12.00,$52.98
1001206996628,9195191,1/2/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$19.99,$0.00,$19.99,$4.99,$0.00,$0.00,$24.98
1001635798676,9196421,1/2/13,SEO,Organic,N,1,New,N,1,0,0,$21.24,$0.00,$21.24,$4.99,$3.75,$3.75,$26.23
1001797572181,9199761,1/2/13,SEO,Organic,No Coupon,1,New,N,2,0,0,$49.98,$0.00,$49.98,$5.98,$0.00,$0.00,$55.96
1000645925398,9197970,1/3/13,Affiliates & Partners,Networks,Y,1,New,Y,1,0,0,$19.99,$0.00,$19.99,$0.99,$0.00,$0.99,$19.99
1000818416213,9201720,1/3/13,Affiliates & Partners,Networks,N,1,New,Y,1,1,0,$7.64,$6.80,$14.44,$9.99,$2.55,$2.55,$24.43
1002029722390,8226680,1/3/13,Affiliates & Partners,Networks,N,2,Repeat,Y,1,0,0,$5.94,$0.00,$5.94,$4.99,$1.05,$1.05,$10.93
1000869459990,9201387,1/3/13,Direct to Site,No Referrer,No Coupon,1,New,N,1,0,0,$34.99,$0.00,$34.99,$4.99,$0.00,$0.00,$39.98
1000097677397,8251423,1/3/13,Email,Campaign,N,8,Repeat,Y,3,0,0,$23.34,$0.00,$23.34,$6.97,$4.59,$4.59,$30.31
1000810381397,9005829,1/3/13,Email,Campaign,N,2,Repeat,Y,1,0,0,$18.69,$0.00,$18.69,$4.99,$3.30,$3.30,$23.68
1002023706197,8915269,1/3/13,Email,Campaign,N,3,Repeat,N,2,0,0,$95.98,$0.00,$95.98,$5.98,$24.00,$24.00,$101.96
1000435943702,9195921,1/3/13,SEM,Paid Ads,No Coupon,1,New,Y,1,0,0,$12.99,$0.00,$12.99,$4.99,$0.00,$0.00,$17.98
1002025733398,9198845,1/3/13,SEM,Product Listing Ads,No Coupon,1,New,N,1,0,0,$59.99,$0.00,$59.99,$4.99,$0.00,$0.00,$64.98
1000093692757,9201041,1/3/13,SEO,Organic,No Coupon,1,New,Y,2,0,0,$30.98,$0.00,$30.98,$5.98,$0.00,$0.00,$36.96
1000485593685,9203720,1/3/13,SEO,Organic,No Coupon,1,New,N,5,0,0,$63.93,$0.00,$63.93,$48.95,$0.00,$0.00,$112.88
1000654025557,9199815,1/3/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$17.99,$0.00,$17.99,$4.99,$0.00,$0.00,$22.98
1001036528662,9203572,1/3/13,SEO,Organic,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001243268630,9200691,1/3/13,SEO,Organic,N,1,New,Y,3,0,0,$25.73,$0.00,$25.73,$10.97,$4.54,$4.54,$36.70
1001590229270,9196570,1/3/13,SEO,Organic,No Coupon,1,New,Y,1,0,0,$37.99,$0.00,$37.99,$5.99,$0.00,$0.00,$43.98
1001584165079,9209067,1/4/13,Affiliates & Partners,Internal,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001257992407,9207854,1/4/13,Affiliates & Partners,Networks,Y,1,New,Y,4,0,0,$31.26,$0.00,$31.26,$3.96,$0.00,$3.96,$31.26
1001416419287,8236556,1/4/13,Affiliates & Partners,Networks,N,11,Repeat,N,1,1,0,$42.49,$11.05,$53.54,$9.99,$9.45,$9.45,$63.53
1001192906455,9208290,1/4/13,Direct to Site,No Referrer,N,1,New,Y,7,1,1,$51.68,$18.76,$70.44,$21.93,$23.48,$23.48,$92.37
1001257315287,9212056,1/4/13,Direct to Site,No Referrer,N,1,New,N,2,0,0,$13.58,$0.00,$13.58,$5.98,$2.40,$2.40,$19.56
1001638468311,9207305,1/4/13,Direct to Site,No Referrer,No Coupon,1,New,Y,3,0,0,$30.96,$0.00,$30.96,$6.97,$0.00,$0.00,$37.93
1000425139159,9073988,1/4/13,Email,Campaign,No Coupon,3,Repeat,Y,4,0,0,$46.96,$0.00,$46.96,$11.96,$0.00,$0.00,$58.92
1001425109207,9199122,1/4/13,Email,Triggered,Y,2,Repeat,Y,5,0,0,$42.95,$0.00,$42.95,$4.95,$0.00,$4.95,$42.95
1000254072791,9206718,1/4/13,SEM,Paid Ads,No Coupon,1,New,N,1,0,0,$24.99,$0.00,$24.99,$4.99,$0.00,$0.00,$29.98
1000262107351,9206929,1/4/13,SEM,Paid Ads,No Coupon,1,New,N,1,0,0,$14.99,$0.00,$14.99,$4.99,$0.00,$0.00,$19.98
1001248647127,1652439,1/4/13,SEM,Product Listing Ads,No Coupon,2,Repeat,N,1,0,0,$24.99,$0.00,$24.99,$4.99,$0.00,$0.00,$29.98
1000639944407,9210319,1/4/13,SEO,Image,N,1,New,N,9,0,0,$127.41,$0.00,$127.41,$16.91,$22.48,$22.48,$144.32
1000424496855,9212143,1/4/13,SEO,Organic,N,1,New,N,2,0,0,$27.98,$0.00,$27.98,$9.98,$7.00,$7.00,$37.96
1000815130839,9204022,1/4/13,SEO,Organic,No Coupon,1,New,Y,1,1,1,$9.99,$29.99,$39.98,$7.99,$0.00,$0.00,$47.97
1001245916375,9197243,1/4/13,SEO,Organic,N,2,Repeat,N,2,0,0,$6.76,$0.00,$6.76,$5.98,$1.19,$1.19,$12.74
1001420416983,9170991,1/4/13,SEO,Organic,N,2,Repeat,Y,5,3,2,$35.97,$216.01,$251.98,$124.97,$62.99,$62.99,$376.95
1001588167127,8261364,1/4/13,SEO,Satellite Sites,No Coupon,14,Repeat,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1000099713432,4253982,1/5/13,Affiliates & Partners,Internal,N,1,New,Y,4,0,0,$51.81,$0.00,$51.81,$11.96,$9.14,$9.14,$63.77
1000429232792,9208897,1/5/13,Affiliates & Partners,Networks,N,1,New,N,3,3,3,$23.38,$140.40,$163.78,$23.97,$46.19,$46.19,$187.75
1000090988440,9152899,1/5/13,Direct to Site,No Referrer,No Coupon,2,Repeat,N,1,1,1,$19.99,$145.00,$164.99,$24.99,$0.00,$0.00,$189.98
1000480884057,9208280,1/5/13,Direct to Site,No Referrer,No Coupon,1,New,N,5,0,0,$92.95,$0.00,$92.95,$12.95,$0.00,$0.00,$105.90
1000865427352,9205007,1/5/13,Display,Other Display Partners,No Coupon,1,New,N,1,1,0,$51.99,$28.00,$79.99,$9.99,$0.00,$0.00,$89.98
1000641971352,8239099,1/5/13,Email,Campaign,No Coupon,4,Repeat,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001637843352,9204943,1/5/13,Email,Triggered,N,1,New,Y,10,0,0,$80.91,$0.00,$80.91,$17.90,$14.28,$14.28,$98.81
1000480228504,9208035,1/5/13,SEM,Paid Ads,No Coupon,1,New,Y,2,0,0,$14.98,$0.00,$14.98,$5.98,$0.00,$0.00,$20.96
1001200989080,9210424,1/5/13,SEM,Paid Ads,N,1,New,Y,1,0,0,$16.99,$0.00,$16.99,$9.99,$3.00,$3.00,$26.98
1002024370328,9205007,1/5/13,SEM,Paid Ads,No Coupon,2,Repeat,N,1,1,0,$51.99,$28.00,$79.99,$9.99,$0.00,$0.00,$89.98
1002029731224,9213679,1/5/13,SEM,Paid Ads,N,1,New,Y,3,0,0,$17.01,$0.00,$17.01,$6.97,$4.25,$4.25,$23.98
1001802273176,9213197,1/5/13,SEO,Organic,N,1,New,N,2,0,0,$84.98,$0.00,$84.98,$5.98,$15.00,$15.00,$90.96
1001637825944,395126,1/5/13,SEO,Satellite Sites,No Coupon,2,Repeat,Y,1,1,1,$9.99,$330.00,$339.99,$49.99,$0.00,$0.00,$389.98
1000046712346,9208504,1/6/13,Affiliates & Partners,Networks,N,1,New,Y,3,0,0,$20.77,$0.00,$20.77,$10.97,$5.19,$5.19,$31.74
1000088327769,9212681,1/6/13,Affiliates & Partners,Networks,N,1,New,Y,2,0,0,$38.98,$0.00,$38.98,$5.98,$10.99,$10.99,$44.96
1000088332058,9083121,1/6/13,Affiliates & Partners,Networks,Y,2,Repeat,N,1,1,1,$0.00,$94.99,$94.99,$49.99,$0.00,$49.99,$94.99
1001811658073,8751595,1/6/13,Affiliates & Partners,Networks,Y,2,Repeat,Y,1,1,0,$8.99,$26.00,$34.99,$24.99,$0.00,$24.99,$34.99
1000641975834,9213522,1/6/13,Direct to Site,No Referrer,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1000857397081,9200556,1/6/13,Direct to Site,No Referrer,No Coupon,1,New,N,1,1,0,$9.99,$15.00,$24.99,$7.99,$0.00,$0.00,$32.98
1001034545178,1998698,1/6/13,Direct to Site,No Referrer,Y,2,Repeat,N,2,0,0,$45.97,$0.00,$45.97,$1.98,$0.00,$1.98,$45.97
1001808315737,301687,1/6/13,Direct to Site,No Referrer,No Coupon,2,Repeat,Y,7,0,0,$60.92,$0.00,$60.92,$10.93,$0.00,$0.00,$71.85
1001581504282,9206508,1/6/13,Display,Other Display Partners,No Coupon,1,New,N,1,1,0,$51.99,$28.00,$79.99,$9.99,$0.00,$0.00,$89.98
1001811002650,9197089,1/6/13,Display,Retargeting,Y,2,Repeat,Y,3,0,0,$15.27,$0.00,$15.27,$2.97,$0.00,$2.97,$15.27
1000042002458,9210506,1/6/13,Other,No Data,Y,1,New,Y,2,0,0,$17.98,$0.00,$17.98,$1.98,$0.00,$1.98,$17.98
1000258743129,9207499,1/6/13,SEM,Paid Ads,Y,1,New,N,2,0,0,$25.98,$0.00,$25.98,$1.98,$0.00,$1.98,$25.98
1000639293210,8751526,1/6/13,SEM,Paid Ads,No Coupon,2,Repeat,N,1,0,0,$7.99,$0.00,$7.99,$4.99,$0.00,$0.00,$12.98
1001192936986,9205395,1/6/13,SEM,Paid Ads,No Coupon,1,New,N,2,2,0,$52.98,$122.00,$174.98,$29.98,$0.00,$0.00,$204.96
1001586856281,9007933,1/6/13,SEM,Paid Ads,No Coupon,2,Repeat,Y,2,0,0,$52.98,$0.00,$52.98,$9.98,$0.00,$0.00,$62.96
1001635837978,5925940,1/6/13,SEM,Paid Ads,No Coupon,1,New,N,5,0,0,$149.95,$0.00,$149.95,$31.95,$0.00,$0.00,$181.90
1000096375385,9204358,1/6/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$14.99,$0.00,$14.99,$4.99,$0.00,$0.00,$19.98
1000868804634,9212528,1/6/13,SEO,Organic,Y,1,New,Y,3,0,0,$18.94,$0.00,$18.94,$2.97,$0.00,$2.97,$18.94
1001030499417,8272229,1/6/13,SEO,Organic,Y,6,Repeat,Y,1,1,0,$8.99,$31.00,$39.99,$24.99,$0.00,$24.99,$39.99
1001246606681,9204527,1/6/13,SEO,Organic,No Coupon,1,New,Y,5,0,0,$44.95,$0.00,$44.95,$12.95,$0.00,$0.00,$57.90
1001633120345,9209042,1/6/13,SEO,Organic,Y,1,New,Y,2,0,0,$18.98,$0.00,$18.98,$1.98,$0.00,$1.98,$18.98
1001641198681,1695627,1/6/13,SEO,Organic,No Coupon,2,Repeat,N,1,0,0,$19.99,$0.00,$19.99,$4.99,$0.00,$0.00,$24.98
1001590216411,2742927,1/7/13,Affiliates & Partners,Networks,N,2,Repeat,N,1,0,0,$54.59,$0.00,$54.59,$4.99,$15.40,$15.40,$59.58
1001199586779,9206920,1/7/13,Direct to Site,No Referrer,Y,1,New,Y,4,0,0,$37.96,$0.00,$37.96,$3.96,$0.00,$3.96,$37.96
1001590202906,9204759,1/7/13,Direct to Site,No Referrer,Y,1,New,Y,1,1,0,$8.99,$86.00,$94.99,$19.99,$0.00,$19.99,$94.99
1000264117211,8439285,1/7/13,Email,Campaign,Y,3,Repeat,Y,2,0,0,$19.98,$0.00,$19.98,$1.98,$0.00,$1.98,$19.98
1001199591131,9212926,1/7/13,Email,Campaign,Y,1,New,Y,1,0,0,$19.99,$0.00,$19.99,$0.00,$0.00,$0.00,$19.99
1001811636187,4512412,1/7/13,Email,Campaign,Y,2,Repeat,Y,2,0,0,$15.28,$0.00,$15.28,$1.98,$0.00,$1.98,$15.28
1000088952539,9210928,1/7/13,Email,Triggered,N,1,New,Y,6,0,0,$31.38,$0.00,$31.38,$13.94,$7.85,$7.85,$45.32
1000097655771,9208496,1/7/13,SEM,Paid Ads,No Coupon,1,New,Y,3,0,0,$42.97,$0.00,$42.97,$6.97,$0.00,$0.00,$49.94
1000861359835,8223162,1/7/13,SEM,Paid Ads,Y,4,Repeat,Y,2,0,0,$39.98,$0.00,$39.98,$1.98,$0.00,$1.98,$39.98
1001030551834,9213455,1/7/13,SEM,Paid Ads,Y,1,New,Y,1,0,0,$19.99,$0.00,$19.99,$0.99,$0.00,$0.99,$19.99
1001593558747,5284857,1/7/13,SEM,Paid Ads,No Coupon,1,New,N,2,0,0,$21.97,$0.00,$21.97,$5.98,$0.00,$0.00,$27.95
1001804977883,9084039,1/7/13,SEM,Paid Ads,N,4,Repeat,Y,6,0,0,$86.65,$0.00,$86.65,$8.95,$15.29,$15.29,$95.60
1000264807194,4434616,1/7/13,SEO,Organic,No Coupon,3,Repeat,N,2,2,2,$64.98,$220.00,$284.98,$29.98,$0.00,$0.00,$314.96
1000819106330,9210834,1/7/13,SEO,Organic,Y,1,New,Y,11,0,0,$102.19,$0.00,$102.19,$10.89,$0.00,$10.89,$102.19
1000868765403,1508809,1/7/13,SEO,Organic,N,3,Repeat,Y,1,0,0,$6.23,$0.00,$6.23,$4.99,$1.76,$1.76,$11.22
1001411669979,9206665,1/7/13,SEO,Organic,No Coupon,1,New,N,3,3,3,$22.47,$87.47,$109.94,$27.97,$0.00,$0.00,$137.91
1000821797788,9206383,1/8/13,Direct to Site,No Referrer,No Coupon,1,New,N,2,0,0,$53.97,$0.00,$53.97,$5.98,$0.00,$0.00,$59.95
1001629756316,3798735,1/8/13,Direct to Site,No Referrer,Y,2,Repeat,N,1,1,0,$189.99,$60.00,$249.99,$49.99,$0.00,$49.99,$249.99
1000429879452,8881092,1/8/13,SEM,Paid Ads,Y,4,Repeat,N,1,0,0,$33.99,$0.00,$33.99,$0.99,$0.00,$0.99,$33.99
1001588136604,9210320,1/8/13,SEM,Paid Ads,Y,1,New,N,2,0,0,$39.98,$0.00,$39.98,$1.98,$0.00,$1.98,$39.98
1001637179292,9084039,1/8/13,SEM,Paid Ads,N,5,Repeat,Y,3,0,0,$59.47,$0.00,$59.47,$6.97,$10.49,$10.49,$66.44
1001587498652,8228016,1/8/13,SEM,Product Listing Ads,Y,1,New,Y,2,0,0,$17.98,$0.00,$17.98,$1.98,$0.00,$1.98,$17.98
1000812417436,9210691,1/8/13,SEO,Image,No Coupon,1,New,Y,1,0,0,$21.99,$0.00,$21.99,$4.99,$0.00,$0.00,$26.98
1000097677468,9207066,1/8/13,SEO,Organic,Y,1,New,Y,3,0,0,$26.97,$0.00,$26.97,$2.97,$0.00,$2.97,$26.97
1000100355740,8940178,1/8/13,SEO,Organic,No Coupon,2,Repeat,Y,3,0,0,$22.96,$0.00,$22.96,$6.97,$0.00,$0.00,$29.93
1000641989020,9212577,1/8/13,SEO,Organic,No Coupon,1,New,Y,4,0,0,$36.96,$0.00,$36.96,$11.96,$0.00,$0.00,$48.92
1000642644380,9212706,1/8/13,SEO,Organic,Y,1,New,N,1,1,0,$49.99,$58.00,$107.99,$9.99,$0.00,$9.99,$107.99
1000860708764,9210989,1/8/13,SEO,Organic,No Coupon,1,New,Y,6,1,1,$47.94,$33.99,$81.93,$18.94,$0.00,$0.00,$100.87
1001198935708,9212252,1/8/13,SEO,Organic,No Coupon,1,New,Y,1,0,0,$8.99,$0.00,$8.99,$4.99,$0.00,$0.00,$13.98
1001800228508,9207358,1/8/13,SEO,Organic,Y,1,New,N,4,0,0,$159.96,$0.00,$159.96,$3.96,$0.00,$3.96,$159.96
1000426550109,9208088,1/9/13,Affiliates & Partners,Networks,No Coupon,1,New,N,1,1,1,$14.99,$29.99,$44.98,$9.99,$0.00,$0.00,$54.97
1000816402013,8232990,1/9/13,Affiliates & Partners,Networks,N,1,New,Y,2,0,0,$24.94,$0.00,$24.94,$5.98,$7.03,$7.03,$30.92
1001199604061,9210837,1/9/13,Affiliates & Partners,Networks,Y,1,New,N,1,0,0,$19.99,$0.00,$19.99,$0.99,$0.00,$0.99,$19.99
1001411040798,9209075,1/9/13,Affiliates & Partners,Networks,Y,1,New,Y,8,0,0,$54.91,$0.00,$54.91,$6.93,$0.00,$6.93,$54.91
1000088292701,42505,1/9/13,Direct to Site,No Referrer,N,3,Repeat,N,1,1,1,$34.99,$129.50,$164.49,$19.99,$70.50,$70.50,$184.48
1000642622301,2484194,1/9/13,Direct to Site,No Referrer,Y,2,Repeat,N,2,0,0,$15.98,$0.00,$15.98,$1.98,$0.00,$1.98,$15.98
1001195610717,8241528,1/9/13,Display,Retargeting,Y,3,Repeat,N,1,1,0,$49.99,$53.00,$102.99,$9.99,$0.00,$9.99,$102.99
1000047372062,8267735,1/9/13,SEM,Paid Ads,Y,4,Repeat,Y,2,0,0,$39.98,$0.00,$39.98,$19.98,$0.00,$19.98,$39.98
1000485598045,9207071,1/9/13,SEO,Organic,No Coupon,1,New,Y,3,0,0,$26.97,$0.00,$26.97,$6.97,$0.00,$0.00,$33.94
1000819119646,8229632,1/9/13,SEO,Organic,Y,7,Repeat,Y,25,0,0,$124.50,$0.00,$124.50,$24.75,$0.00,$24.75,$124.50
1001033876573,9204354,1/9/13,SEO,Organic,No Coupon,1,New,Y,2,1,1,$44.98,$20.00,$64.98,$14.98,$0.00,$0.00,$79.96
1001204327005,9213226,1/9/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$34.99,$0.00,$34.99,$4.99,$0.00,$0.00,$39.98
1001639887965,9208235,1/9/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$69.99,$0.00,$69.99,$4.99,$0.00,$0.00,$74.98
1000261469663,9205619,1/10/13,Affiliates & Partners,Internal,No Coupon,1,New,Y,4,0,0,$38.96,$0.00,$38.96,$11.96,$0.00,$0.00,$50.92
1000421844959,9199805,1/10/13,Affiliates & Partners,Internal,N,2,Repeat,Y,5,0,0,$35.05,$0.00,$35.05,$8.95,$9.89,$9.89,$44.00
1001807651358,9209374,1/10/13,Affiliates & Partners,Networks,N,1,New,Y,1,0,0,$17.15,$0.00,$17.15,$4.99,$4.84,$4.84,$22.14
1002024387614,5520250,1/10/13,Affiliates & Partners,Networks,N,2,Repeat,N,1,0,0,$6.23,$0.00,$6.23,$4.99,$1.76,$1.76,$11.22
1001251281631,9205141,1/10/13,Direct to Site,No Referrer,No Coupon,1,New,N,2,2,0,$68.98,$118.00,$186.98,$29.98,$0.00,$0.00,$216.96
1000038611998,8224881,1/10/13,Email,Campaign,No Coupon,3,Repeat,N,4,0,0,$15.92,$0.00,$15.92,$7.96,$0.00,$0.00,$23.88
1000092281823,9201892,1/10/13,Other,No Data,Y,2,Repeat,N,1,0,0,$24.99,$0.00,$24.99,$0.99,$0.00,$0.99,$24.99
1000812421662,9207702,1/10/13,SEM,Paid Ads,Y,1,New,N,1,1,1,$29.99,$120.00,$149.99,$19.99,$0.00,$19.99,$149.99
1001255318302,9211392,1/10/13,SEM,Paid Ads,No Coupon,1,New,N,1,0,0,$12.99,$0.00,$12.99,$4.99,$0.00,$0.00,$17.98
1001811653406,8234898,1/10/13,SEM,Paid Ads,No Coupon,4,Repeat,N,1,0,0,$49.99,$0.00,$49.99,$4.99,$0.00,$0.00,$54.98
1000047328286,9204569,1/10/13,SEO,Organic,No Coupon,1,New,Y,1,1,0,$8.99,$15.00,$23.99,$9.99,$0.00,$0.00,$33.98
1000421137119,9204961,1/10/13,SEO,Organic,No Coupon,1,New,N,1,0,0,$11.98,$0.00,$11.98,$4.99,$0.00,$0.00,$16.97
1001425742815,9205420,1/10/13,SEO,Organic,Y,1,New,Y,3,0,0,$24.27,$0.00,$24.27,$2.97,$0.00,$2.97,$24.27
1001637200926,8266993,1/10/13,SEO,Satellite Sites,Y,6,Repeat,Y,5,0,0,$42.25,$0.00,$42.25,$4.95,$0.00,$4.95,$42.25
1000089647264,9215905,1/11/13,Affiliates & Partners,Internal,No Coupon,1,New,Y,14,0,0,$246.86,$0.00,$246.86,$98.86,$0.00,$0.00,$345.72
1001643221727,9213799,1/11/13,Affiliates & Partners,Internal,N,1,New,N,2,0,0,$26.50,$0.00,$26.50,$5.98,$7.47,$7.47,$32.48
1000471521184,9221242,1/11/13,Affiliates & Partners,Networks,N,1,New,Y,1,0,0,$15.59,$0.00,$15.59,$9.99,$4.40,$4.40,$25.58
1000811019424,9215754,1/11/13,Affiliates & Partners,Networks,No Coupon,1,New,N,1,0,0,$39.99,$0.00,$39.99,$4.99,$0.00,$0.00,$44.98
1001421784287,9219304,1/11/13,Affiliates & Partners,Networks,Y,1,New,N,1,1,0,$17.99,$60.00,$77.99,$19.99,$0.00,$19.99,$77.99
1002018978976,9219898,1/11/13,Affiliates & Partners,Networks,N,1,New,Y,11,0,0,$147.55,$0.00,$147.55,$18.89,$41.62,$41.62,$166.44
1000818477472,9219581,1/11/13,Direct to Site,No Referrer,No Coupon,1,New,Y,10,0,0,$90.19,$0.00,$90.19,$17.90,$0.00,$0.00,$108.09
1001808962271,9215820,1/11/13,Direct to Site,No Referrer,No Coupon,1,New,Y,1,0,0,$12.99,$0.00,$12.99,$19.99,$0.00,$0.00,$32.98
1000096393120,8238525,1/11/13,Email,Campaign,Y,11,Repeat,Y,2,0,0,$38.98,$0.00,$38.98,$1.98,$0.00,$1.98,$38.98
1001254676384,9221083,1/11/13,Email,Campaign,Y,1,New,Y,2,0,0,$17.98,$0.00,$17.98,$1.98,$0.00,$1.98,$17.98
1000478157728,9217536,1/11/13,Email,Triggered,N,1,New,Y,11,0,0,$66.31,$0.00,$66.31,$14.89,$16.58,$16.58,$81.20
1000086309280,9222982,1/11/13,SEM,Paid Ads,No Coupon,1,New,N,1,0,0,$49.99,$0.00,$49.99,$4.99,$0.00,$0.00,$54.98
1000647961504,9218820,1/11/13,SEM,Paid Ads,No Coupon,1,New,Y,3,0,0,$30.97,$0.00,$30.97,$6.97,$0.00,$0.00,$37.94
1000818425055,9220414,1/11/13,SEM,Paid Ads,No Coupon,1,New,Y,4,0,0,$29.95,$0.00,$29.95,$7.96,$0.00,$0.00,$37.91
1001243884704,3799388,1/11/13,SEM,Paid Ads,Y,2,Repeat,Y,7,0,0,$139.93,$0.00,$139.93,$6.93,$0.00,$6.93,$139.93
1001590229408,1093458,1/11/13,SEM,Paid Ads,No Coupon,1,New,N,2,0,0,$79.98,$0.00,$79.98,$5.98,$0.00,$0.00,$85.96
